Student_ID,Participating_Course_Grade,FINAL_SAT_total,StudySemester_cumGPA,StudySemester_plusone_cumGPA,StudySemester_plustwo_cumGPA,StudySemester_plusthree_cumGPA,StudySemester_plusfour_cumGPA,StudySemester_plusfive_cumGPA,Q1.1_Writing_Attitudes_Survey,Q1.2_Writing_Attitudes_Survey,Q1.3_Writing_Attitudes_Survey,Q1.4_Writing_Attitudes_Survey,Q1.5_Writing_Attitudes_Survey,Q1.6_Writing_Attitudes_Survey,Q1.7_Writing_Attitudes_Survey,Q1.8_Writing_Attitudes_Survey,Q1.9_Writing_Attitudes_Survey,Q1.10_Writing_Attitudes_Survey,Q1.11_Writing_Attitudes_Survey,Q2.1_Writing_Attitudes_Survey,Q2.2_Writing_Attitudes_Survey,Q2.3_Writing_Attitudes_Survey,Q2.4_Writing_Attitudes_Survey,Q2.5_Writing_Attitudes_Survey,Q2.6_Writing_Attitudes_Survey,Q2.7_Writing_Attitudes_Survey,Q2.8_Writing_Attitudes_Survey,Q2.9_Writing_Attitudes_Survey,Q2.10_Writing_Attitudes_Survey,Q2.11_Writing_Attitudes_Survey,Q2.12_Writing_Attitudes_Survey,Q2.13_Writing_Attitudes_Survey,Q2.14_Writing_Attitudes_Survey,Q2.15_Writing_Attitudes_Survey,Q2.16_Writing_Attitudes_Survey,Q2.17_Writing_Attitudes_Survey,Q2.18_Writing_Attitudes_Survey,Q2.19_Writing_Attitudes_Survey,Q2.20_Writing_Attitudes_Survey,Q2.21_Writing_Attitudes_Survey,Q2.22_Writing_Attitudes_Survey,Q3.1_Writing_Attitudes_Survey,Q3.2_Writing_Attitudes_Survey,Q3.3_Writing_Attitudes_Survey,Q3.4_Writing_Attitudes_Survey,Q3.5_Writing_Attitudes_Survey,Q3.6_Writing_Attitudes_Survey,Q3.7_Writing_Attitudes_Survey,Q3.8_Writing_Attitudes_Survey,Q3.9_Writing_Attitudes_Survey,Q3.10_Writing_Attitudes_Survey,Q3.11_Writing_Attitudes_Survey,Q3.12_Writing_Attitudes_Survey,Q4.1_Writing_Attitudes_Survey,Q4.2_Writing_Attitudes_Survey,Q4.3_Writing_Attitudes_Survey,Q4.4_Writing_Attitudes_Survey,Q4.5_Writing_Attitudes_Survey,Q5.2_recoded_Writing_Attitudes_Survey,rQ4.2_Writing_Attitudes_Survey,rQ4.5_Writing_Attitudes_Survey,Survey_conf,Survey_Blf_Cont,Survey_Blf_Conv,Survey_G_Master,Survey_G_Perform,Survey_G_Avoid,Survey_Affection
WS0619,3,1080,3.793103448,3.727272726,3.785714286, , , ,Somewhat describes me,Describes me very well,Describes me very well,4,Somewhat describes me,2,2,2,Somewhat describes me,2,Describes me very well,70,50/50 Chance,50/50 Chance,60,70,50/50 Chance,50/50 Chance,80,50/50 Chance,Completely Sure,50/50 Chance,30,50/50 Chance,60,30,Completely Sure,70,40,70,50/50 Chance,30,80,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,Agree,1,1,2,1290,21,17,14,14,10,10
WS0620,4,1110,3.769230769,3.774999999,3.747368421,3.747663551,3.75, ,4,Describes me very well,Somewhat describes me,Somewhat describes me,4,4,4,4,2,Describes me very well,4,80,60,60,90,90,80,80,90,80,70,90,80,70,80,50/50 Chance,90,80,90,90,70,70,70,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,1,3,3,1710,19,17,15,22,9,17
WS0621,2,1280,2.666666667,2.666666666,2.666666666, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WS0622,4,1310,3.903225806,3.934782609,3.951612903,3.921052631,3.934782609, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WS0623,4,1010,2.724137931,2.957446808,3.016129031,3.12987013,3.179775281, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WS0624,4,1080,3.160714286,3.188405797,3.19047619,3.104166666,3.175925926, ,4,Somewhat describes me,Does not describe me at all,4,Somewhat describes me,2,2,Describes me very well,2,2,4,Completely Sure,70,Completely Sure,Completely Sure,Completely Sure,Completely Sure,60,Completely Sure,Completely Sure,90,40,90,Completely Sure,Completely Sure,20,90,Completely Sure,Completely Sure,Completely Sure,60,Completely Sure,Completely Sure,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,1,5,5,1920,29,18,14,15,5,25
WS0625,4,1040,3.166666667,3.19047619,3.054545455,3.044776118,3.075, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WS0626,4,1140,4,3.629032258,3.629032258, , , ,4,2,2,Describes me very well,2,Somewhat describes me,Describes me very well,2,Does not describe me at all,Does not describe me at all,Describes me very well,70,70,Completely Sure,Completely Sure,70,80,80,Completely Sure,Completely Sure,Completely Sure,90,30,70,80,Completely Sure,Completely Sure,Completely Sure,50/50 Chance,Completely Sure,Completely Sure,80,80,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,1,1,5,1850,30,13,19,10,6,19
WS0627,4,1370,3.857142857,3.8875,3.852631579,3.885245901,3.898550725, ,4,4,2,4,Somewhat describes me,Describes me very well,Somewhat describes me,Somewhat describes me,4,4,2,Completely Sure,80,70,90,Completely Sure,50/50 Chance,90,Completely Sure,90,50/50 Chance,90,30,80,Completely Sure,50/50 Chance,30,90,80,90,80,50/50 Chance,20,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,1,4,4,1610,18,23,13,19,11,17
WS0628,4,1080,2.75862069,2.758620689,2.758620689, , , ,Describes me very well,Describes me very well,2,Describes me very well,4,4,4,2,2,4,4,90,80,60,50/50 Chance,70,70,Completely Sure,80,40,60,Completely Sure,80,50/50 Chance,80,60,Completely Sure,50/50 Chance,90,Completely Sure,90,30,20,Agree,Agree,Agree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,1,3,3,1550,20,17,18,19,8,16
WS0629,3,1140,3.2,2.543478261,2.543478261, , , ,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Describes me very well,Does not describe me at all,Somewhat describes me,Describes me very well,Describes me very well,90,70,70,60,60,70,80,70,60,80,80,50/50 Chance,60,50/50 Chance,70,80,70,50/50 Chance,60,80,50/50 Chance,30,Strongly Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,1,4,4,1440,26,15,20,21,13,18
WS0630,3,970,3.208695652,3.092307691,3.188405797, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WS0631,4,1110,3.956521739,3.973684211,3.981132075,3.943661972,3.88372093, ,Somewhat describes me,Somewhat describes me,2,Somewhat describes me,Somewhat describes me,4,Somewhat describes me,4,Does not describe me at all,Describes me very well,4,70,40,50/50 Chance,80,90,60,30,70,80,80,50/50 Chance,30,70,70,30,70,70,70,70,20,50/50 Chance,50/50 Chance,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Agree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1,3,3,1300,20,17,13,19,7,14
WS0632,2,1210,2.595744681,2.372881356,2.35483871,2.135135135, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WS0633,4,1370,3.340909091,3.226415094,2.936507937, , , ,Somewhat describes me,4,4,4,2,Somewhat describes me,4,2,Somewhat describes me,Somewhat describes me,4,70,70,50/50 Chance,40,60,70,70,70,70,40,90,50/50 Chance,50/50 Chance,50/50 Chance,70,40,50/50 Chance,70,40,60,50/50 Chance,50/50 Chance,Neither agree nor disagree,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,1,2,3,1280,17,20,15,14,10,12
WS0634,1,1180,2.267605634,2.09090909,2.0125, , , ,Somewhat describes me,4,2,Describes me very well,Does not describe me at all,Does not describe me at all,Somewhat describes me,2,Somewhat describes me,Somewhat describes me,Somewhat describes me,Completely Sure,80,80,50/50 Chance,80,80,90,90,60,70,90,50/50 Chance,50/50 Chance,70,80,80,80,60,80,Completely Sure,60,60,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Disagree,Agree,Agree,Strongly Disagree,1,4,5,1640,24,14,14,11,6,20
WS0635,4,1140,3.709677419,3.808510638,3.85483871,3.890243901,3.907216495, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WS0636,2,960,2.80952381,2.692307692,2.7,2.805555555,2.820512821, ,Somewhat describes me,Describes me very well,Somewhat describes me,Describes me very well,4,Does not describe me at all,Somewhat describes me,Somewhat describes me,2,Somewhat describes me,4,Completely Sure,80,80,70,80,50/50 Chance,90,70,70,70,90,90,70,60,90,80,70,70,70,90,70,30,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1,5,3,1640,30,27,15,16,6,18
WS0637,4,930,2.805970149,2.974358973,3.044444443,3.191919191,3.259259259, ,4,Describes me very well,Describes me very well,4,4,Describes me very well,4,4,Describes me very well,Describes me very well,4,90,80,80,70,70,80,80,80,70,70,80,60,80,80,60,70,70,80,70,60,60,60,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Strongly Disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,1,1,2,1600,18,22,16,23,15,10
WS0638,4,1140,4,4,4,4,4, ,Describes me very well,2,4,Describes me very well,2,Does not describe me at all,Somewhat describes me,Somewhat describes me,2,Somewhat describes me,Describes me very well,Completely Sure,70,90,Completely Sure,80,90,70,80,70,80,70,90,90,Completely Sure,70,Completely Sure,80,Completely Sure,90,90,50/50 Chance,80,Agree,Strongly Disagree,Agree,Strongly Disagree,Neither agree nor disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Agree,Strongly Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,1,4,3,1840,25,10,18,11,7,17
WS0639,4,1140,3.892857143,3.875,3.857142856,3.670731706,3.703296703, ,Describes me very well,Somewhat describes me,Somewhat describes me,Describes me very well,Somewhat describes me,Somewhat describes me,Describes me very well,Describes me very well,4,Describes me very well,Describes me very well,Completely Sure,80,60,60,Completely Sure,Completely Sure,Completely Sure,Completely Sure,60,Completely Sure,60,70,70,60,Completely Sure,Completely Sure,Completely Sure,60,Completely Sure,80,60,60,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Disagree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,1,3,3,1780,26,17,20,19,10,17
WS0640,4,1180,4,4,4,4,3.96875, ,4,2,Does not describe me at all,Somewhat describes me,Does not describe me at all,Does not describe me at all,4,Does not describe me at all,Does not describe me at all,Somewhat describes me,Somewhat describes me,90,80,90,80,90,80,90,Completely Sure,90,80,80,70,90,90,70,Completely Sure,80,Completely Sure,90,70,80,70,Agree,Neither agree nor disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Neither agree nor disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Disagree,1,4,4,1860,28,13,14,8,3,20
WS0641,3,1140,2.75,2.75,2.75, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WS0642,3,1080,3.12,3.12,3.12, , , ,Somewhat describes me,Somewhat describes me,Somewhat describes me,Describes me very well,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,Somewhat describes me,Describes me very well,Somewhat describes me,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,50/50 Chance,Agree,Strongly Agree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1,3,3,1100,21,15,14,17,9,15
WS0643,3,900,2.85,2.701754386,2.700787402,2.832061068, , ,Somewhat describes me,2,4,Somewhat describes me,Somewhat describes me,Somewhat describes me,2,Does not describe me at all,4,Somewhat describes me,Somewhat describes me,40,30,40,30,50/50 Chance,40,50/50 Chance,50/50 Chance,40,60,50/50 Chance,40,40,60,50/50 Chance,70,60,50/50 Chance,80,50/50 Chance,60,50/50 Chance,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,1,4,4,1090,22,16,11,12,11,18
WS0644,4,1080,3.842105263,3.586206896,3.589743589,3.673469388,3.737704918, ,4,2,2,4,Does not describe me at all,Somewhat describes me,4,Does not describe me at all,2,4,Describes me very well,80,50/50 Chance,70,90,Completely Sure,80,80,80,70,90,80,40,60,80,60,Completely Sure,70,Completely Sure,80,90,80,70,Neither agree nor disagree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Neither agree nor disagree,Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,1,3,4,1700,25,17,17,11,7,15
WS0645,3,1070,3.35971223,3.370629371,3.370629371, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WS0646,4,1040,2.613636364,2.672413793,2.735294118, , , ,Describes me very well,Describes me very well,2,Describes me very well,Describes me very well,Describes me very well,4,4,Somewhat describes me,Describes me very well,Describes me very well,Completely Sure,90,Completely Sure,Completely Sure,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,80,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,1,3,3,2000,28,26,19,24,10,20
WS0647,3,1040,3,2.875,2.72,2.559322034,2.696428571, ,2,Somewhat describes me,Somewhat describes me,4,Somewhat describes me,4,Somewhat describes me,2,Somewhat describes me,Somewhat describes me,Somewhat describes me,60,40,60,70,70,60,50/50 Chance,40,50/50 Chance,50/50 Chance,80,70,60,60,50/50 Chance,80,70,70,60,40,50/50 Chance,50/50 Chance,Disagree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Disagree,Agree,1,2,2,1290,15,14,12,15,10,10
WS0648,4,1010,2.833333333,2.928571428,2.928571428, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WS0649,3,970,2.961538462,2.953488371,3.068965517,3.086419752,3.117021277, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WS0650,4,1280,3.666666667,3.588235294,3.59090909,3.678571428,3.636363636, ,Describes me very well,Describes me very well,2,4,4,Describes me very well,2,Somewhat describes me,2,4,4,60,Completely Sure,Completely Sure,Completely Sure,Completely Sure,70,90,80,90,90,80,70,70,Completely Sure,90,90,80,Completely Sure,Completely Sure,80,70,80,Agree,Strongly Agree,Neither agree nor disagree,Strongly Disagree,Disagree,Agree,Agree,Neither agree nor disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,1,5,5,1890,25,16,15,21,9,24
WS0651,3,1110,3.5,3.382978722,3.254237288,3.253521127,3.244186047, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WS0652,4,1040,2.826086957,3.108108108,3.595744681,3.423728814,3.552238806, ,Somewhat describes me,4,Somewhat describes me,Describes me very well,4,4,2,Somewhat describes me,2,4,4,80,70,50/50 Chance,20,90,90,70,80,60,20,40,30,60,50/50 Chance,30,50/50 Chance,50/50 Chance,70,30,90,60,50/50 Chance,Agree,Agree,Strongly Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,1,3,3,1240,22,20,14,19,9,13
WS0653,3,1140,2.941176471,2.95,2.857142856,2.855421687,2.969387755, ,Describes me very well,Describes me very well,Somewhat describes me,4,2,Describes me very well,Describes me very well,Somewhat describes me,Somewhat describes me,Describes me very well,Describes me very well,80,Completely Sure,Completely Sure,80,70,Completely Sure,Completely Sure,80,80,80,Completely Sure,70,80,Completely Sure,Completely Sure,Completely Sure,80,60,90,Completely Sure,70,80,Strongly Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Strongly Agree,Disagree,Disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,1,3,3,1900,28,18,19,20,11,16
WS0654,3,1040,2.516129032,2.170212766,2.4, , , ,Describes me very well,Describes me very well,4,Describes me very well,Describes me very well,Describes me very well,Describes me very well,4,4,Describes me very well,Describes me very well,80,90,Completely Sure,80,90,90,Completely Sure,Completely Sure,90,Completely Sure,Completely Sure,Completely Sure,90,Completely Sure,Completely Sure,90,90,90,Completely Sure,Completely Sure,90,90,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Agree,1,2,2,2060,28,25,20,24,13,10
WS0655,4,1010,2.913043478,3.05,2.96226415,2.726027397, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WS0656,4,1280,3.396226415,3,3,3.025316456,3.024390244, ,4,4,Somewhat describes me,Somewhat describes me,Does not describe me at all,Somewhat describes me,Somewhat describes me,Somewhat describes me,2,4,Describes me very well,70,50/50 Chance,80,90,60,90,70,70,50/50 Chance,70,40,30,50/50 Chance,70,60,80,50/50 Chance,80,70,50/50 Chance,50/50 Chance,20,Disagree,Agree,Disagree,Neither agree nor disagree,Disagree,Strongly Disagree,Agree,Agree,Disagree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,1,3,4,1350,13,18,15,15,8,15
WS0657,4,1240,3.885714286,3.758064516,3.539473683,3.391304347,3.317307692, ,4,Somewhat describes me,2,4,2,Somewhat describes me,2,2,2,4,Describes me very well,Completely Sure,90,80,80,Completely Sure,80,80,90,70,70,Completely Sure,70,70,80,70,80,90,Completely Sure,Completely Sure,Completely Sure,80,70,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,Disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,1,2,3,1850,21,17,15,14,7,14
WS0658,3,890,2.844444444,2.758620689,2.94117647,3.113924051,3.176470588, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WS0659,4,1310,4,3.980392156,3.984615385,3.819277108,3.677083333, ,Somewhat describes me,Does not describe me at all,Does not describe me at all,2,Somewhat describes me,Somewhat describes me,2,2,Somewhat describes me,4,2,80,80,50/50 Chance,50/50 Chance,80,60,70,80,50/50 Chance,80,70,60,60,50/50 Chance,70,60,40,70,70,20,40,50/50 Chance,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Disagree,Agree,1,2,2,1340,17,17,9,13,7,10
WS0660,4,1080,3.324324324,3.324324324,3.069767441,3.053571428,3.086956522, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WS0661,4,1010,3.086956522,3.237288136,3.183098591,3.229885057,3.33, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WS0662,4,1180,3.8125,3.869565216,3.847457626,3.739726027,3.627906977, ,4,Describes me very well,4,Describes me very well,4,Somewhat describes me,Describes me very well,4,4,Describes me very well,Describes me very well,80,50/50 Chance,80,50/50 Chance,90,90,50/50 Chance,80,80,80,50/50 Chance,50/50 Chance,70,80,50/50 Chance,Completely Sure,90,90,90,70,70,50/50 Chance,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neither agree nor disagree,Strongly Agree,Strongly Disagree,1,5,5,1590,30,13,19,21,11,23
